account_id,month,target_rows,distinct_campaigns,latest_target_date,latest_campaign,latest_channel,borrower_id,loan_type,principal_amount,outstanding_amount,dpd,risk_segment,status,timezone,clean_recovery,payment_events,recovered_flag
ACC0025163,2026-01,1,1,2026-01-17,CMP0000060,WHATSAPP,BRW0007614,BNPL,417830.86,80035.55,0,HIGH,WRITEOFF,UTC,0.0,0,0
ACC0025163,2026-04,2,2,2026-04-15,CMP0000084,WHATSAPP,BRW0007614,BNPL,417830.86,80035.55,0,HIGH,WRITEOFF,UTC,0.0,0,0
ACC0025164,2026-04,1,1,2026-04-25,CMP0000032,WHATSAPP,BRW0000217,CREDIT_CARD,69057.5,541191.09,1,HIGH,WRITEOFF,UTC,0.0,0,0
ACC0025164,2026-05,1,1,2026-05-19,CMP0000007,SMS,BRW0000217,CREDIT_CARD,69057.5,541191.09,1,HIGH,WRITEOFF,UTC,0.0,0,0
ACC0025165,2026-06,1,1,2026-06-29,CMP0000019,SMS,BRW0010040,BNPL,46374.3,346993.31,15,LOW,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0025166,2026-04,1,1,2026-04-23,CMP0000064,FIELD,BRW0004197,CONSUMER,358917.66,536464.39,75,HIGH,CLOSED,UTC,0.0,0,0
ACC0025166,2026-08,1,1,2026-08-01,CMP0000069,WHATSAPP,BRW0004197,CONSUMER,358917.66,536464.39,75,HIGH,CLOSED,UTC,0.0,0,0
ACC0025167,2026-01,1,1,2026-01-04,CMP0000108,WHATSAPP,BRW0009994,AUTO,43568.79,441979.46,0,LOW,ACTIVE,UTC,13245.49,1,1
ACC0025167,2026-05,1,1,2026-05-25,CMP0000003,VOICE,BRW0009994,AUTO,43568.79,441979.46,0,LOW,ACTIVE,UTC,0.0,0,0
ACC0025167,2026-07,1,1,2026-07-27,CMP0000003,WHATSAPP,BRW0009994,AUTO,43568.79,441979.46,0,LOW,ACTIVE,UTC,0.0,0,0
ACC0025169,2026-01,1,1,2026-01-30,CMP0000053,SMS,BRW0011401,CONSUMER,788788.82,373758.09,180,LOW,CLOSED,Asia/Dubai,108771.66,1,1
ACC0025169,2026-06,1,1,2026-06-18,CMP0000009,VOICE,BRW0011401,CONSUMER,788788.82,373758.09,180,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0025172,2026-01,2,2,2026-01-29,CMP0000014,FIELD,BRW0005881,AUTO,326918.67,255333.12,120,HIGH,CLOSED,Asia/Dubai,0.0,0,0
ACC0025174,2026-07,1,1,2026-07-10,CMP0000080,FIELD,BRW0000493,CREDIT_CARD,465800.02,291948.44,5,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0025174,2026-08,1,1,2026-08-08,CMP0000086,FIELD,BRW0000493,CREDIT_CARD,465800.02,291948.44,5,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0025175,2026-05,1,1,2026-05-15,CMP0000009,VOICE,BRW0004650,CONSUMER,183627.78,421852.02,180,HIGH,WRITEOFF,Asia/Dubai,103240.22,1,1
ACC0025178,2026-03,1,1,2026-03-05,CMP0000088,SMS,BRW0001947,CREDIT_CARD,490381.43,111006.21,120,NPA,CLOSED,UTC,0.0,0,0
ACC0025179,2026-06,1,1,2026-06-22,CMP0000046,SMS,BRW0008969,AUTO,39640.42,82923.43,0,HIGH,PAID,Asia/Dubai,0.0,0,0
ACC0025180,2026-03,1,1,2026-03-06,CMP0000108,WHATSAPP,BRW0005259,PERSONAL,264815.63,345062.95,120,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0025181,2026-01,1,1,2026-01-19,CMP0000038,VOICE,BRW0007223,CREDIT_CARD,585347.13,184978.67,45,LOW,CLOSED,UTC,0.0,0,0
ACC0025181,2026-03,1,1,2026-03-17,CMP0000019,SMS,BRW0007223,CREDIT_CARD,585347.13,184978.67,45,LOW,CLOSED,UTC,0.0,0,0
ACC0025181,2026-05,1,1,2026-05-10,CMP0000094,WHATSAPP,BRW0007223,CREDIT_CARD,585347.13,184978.67,45,LOW,CLOSED,UTC,0.0,0,0
ACC0025182,2026-06,1,1,2026-06-16,CMP0000066,SMS,BRW0007284,AUTO,110245.22,617607.94,15,NPA,CLOSED,Asia/Kolkata,0.0,0,0
ACC0025182,2026-07,1,1,2026-07-10,CMP0000023,SMS,BRW0007284,AUTO,110245.22,617607.94,15,NPA,CLOSED,Asia/Kolkata,0.0,0,0
ACC0025183,2026-02,2,2,2026-02-28,CMP0000013,VOICE,BRW0000363,AUTO,633572.37,128142.37,90,HIGH,ACTIVE,UTC,0.0,0,0
ACC0025183,2026-03,1,1,2026-03-28,CMP0000086,SMS,BRW0000363,AUTO,633572.37,128142.37,90,HIGH,ACTIVE,UTC,0.0,0,0
ACC0025183,2026-05,2,2,2026-05-21,CMP0000106,FIELD,BRW0000363,AUTO,633572.37,128142.37,90,HIGH,ACTIVE,UTC,0.0,0,0
ACC0025184,2026-01,1,1,2026-01-04,CMP0000089,WHATSAPP,BRW0001313,CONSUMER,733499.08,469542.31,1,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0025184,2026-03,1,1,2026-03-27,CMP0000057,SMS,BRW0001313,CONSUMER,733499.08,469542.31,1,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0025185,2026-04,1,1,2026-04-25,CMP0000093,WHATSAPP,BRW0010923,CREDIT_CARD,772786.57,624003.22,90,MEDIUM,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0025187,2026-01,1,1,2026-01-02,CMP0000085,FIELD,BRW0007620,PERSONAL,53048.71,398688.5,1,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0025187,2026-03,2,2,2026-03-16,CMP0000023,SMS,BRW0007620,PERSONAL,53048.71,398688.5,1,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0025187,2026-06,1,1,2026-06-17,CMP0000120,SMS,BRW0007620,PERSONAL,53048.71,398688.5,1,HIGH,CLOSED,Asia/Kolkata,107510.92,1,1
ACC0025188,2026-01,2,2,2026-01-23,CMP0000101,FIELD,BRW0003264,CREDIT_CARD,655335.05,655686.28,30,NPA,PAID,Asia/Dubai,0.0,0,0
ACC0025191,2026-07,1,1,2026-07-29,CMP0000070,WHATSAPP,BRW0008426,AUTO,263612.39,501013.73,75,NPA,CLOSED,Asia/Kolkata,0.0,0,0
ACC0025192,2026-05,1,1,2026-05-10,CMP0000074,FIELD,BRW0004086,CONSUMER,31632.38,307938.5,120,NPA,PAID,UTC,0.0,0,0
ACC0025193,2026-03,2,2,2026-03-16,CMP0000112,SMS,BRW0006832,AUTO,485879.58,652731.52,120,NPA,CLOSED,Asia/Kolkata,0.0,0,0
ACC0025193,2026-04,1,1,2026-04-12,CMP0000048,VOICE,BRW0006832,AUTO,485879.58,652731.52,120,NPA,CLOSED,Asia/Kolkata,0.0,0,0
ACC0025195,2026-05,1,1,2026-05-15,CMP0000044,WHATSAPP,BRW0005619,CREDIT_CARD,207870.01,399064.86,180,MEDIUM,ACTIVE,UTC,0.0,0,0
ACC0025195,2026-07,1,1,2026-07-24,CMP0000080,VOICE,BRW0005619,CREDIT_CARD,207870.01,399064.86,180,MEDIUM,ACTIVE,UTC,0.0,0,0
ACC0025196,2026-03,1,1,2026-03-01,CMP0000027,WHATSAPP,BRW0003747,PERSONAL,32696.88,595900.7,1,HIGH,CLOSED,UTC,144834.67,1,1
ACC0025196,2026-04,1,1,2026-04-16,CMP0000099,WHATSAPP,BRW0003747,PERSONAL,32696.88,595900.7,1,HIGH,CLOSED,UTC,0.0,0,0
ACC0025196,2026-07,2,2,2026-07-14,CMP0000002,SMS,BRW0003747,PERSONAL,32696.88,595900.7,1,HIGH,CLOSED,UTC,0.0,0,0
ACC0025198,2026-04,2,2,2026-04-24,CMP0000001,VOICE,BRW0007233,CONSUMER,27518.4,8079.33,60,HIGH,PAID,Asia/Dubai,0.0,0,0
ACC0025198,2026-07,2,2,2026-07-24,CMP0000109,FIELD,BRW0007233,CONSUMER,27518.4,8079.33,60,HIGH,PAID,Asia/Dubai,0.0,0,0
ACC0025200,2026-08,1,1,2026-08-05,CMP0000039,WHATSAPP,BRW0000934,CONSUMER,166604.67,595237.92,90,NPA,ACTIVE,Asia/Dubai,0.0,0,0
ACC0025201,2026-05,1,1,2026-05-29,CMP0000066,SMS,BRW0003087,CONSUMER,615821.96,228089.81,15,MEDIUM,PAID,UTC,42839.96,1,1
ACC0025201,2026-06,1,1,2026-06-03,CMP0000031,WHATSAPP,BRW0003087,CONSUMER,615821.96,228089.81,15,MEDIUM,PAID,UTC,0.0,0,0
ACC0025202,2026-05,1,1,2026-05-11,CMP0000031,SMS,BRW0004897,BNPL,186910.65,192206.82,120,MEDIUM,PAID,UTC,0.0,0,0
ACC0025203,2026-02,1,1,2026-02-08,CMP0000086,SMS,BRW0010460,PERSONAL,324711.85,249056.91,0,NPA,CLOSED,Asia/Dubai,0.0,0,0
ACC0025203,2026-05,1,1,2026-05-11,CMP0000062,VOICE,BRW0010460,PERSONAL,324711.85,249056.91,0,NPA,CLOSED,Asia/Dubai,0.0,0,0
ACC0025204,2026-01,1,1,2026-01-22,CMP0000018,VOICE,BRW0004618,AUTO,721725.6,434482.29,180,LOW,CLOSED,UTC,0.0,0,0
ACC0025204,2026-06,1,1,2026-06-28,CMP0000054,SMS,BRW0004618,AUTO,721725.6,434482.29,180,LOW,CLOSED,UTC,0.0,0,0
ACC0025205,2026-04,1,1,2026-04-15,CMP0000063,FIELD,BRW0006263,CONSUMER,346564.55,85164.48,90,MEDIUM,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0025205,2026-06,1,1,2026-06-09,CMP0000007,VOICE,BRW0006263,CONSUMER,346564.55,85164.48,90,MEDIUM,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0025206,2026-03,1,1,2026-03-27,CMP0000043,VOICE,BRW0007703,CONSUMER,428316.33,6834.44,1,MEDIUM,ACTIVE,UTC,0.0,0,0
ACC0025206,2026-04,1,1,2026-04-17,CMP0000016,SMS,BRW0007703,CONSUMER,428316.33,6834.44,1,MEDIUM,ACTIVE,UTC,0.0,0,0
ACC0025207,2026-03,1,1,2026-03-17,CMP0000015,WHATSAPP,BRW0008746,AUTO,665768.53,574680.37,5,MEDIUM,PAID,Asia/Kolkata,0.0,0,0
ACC0025209,2026-01,1,1,2026-01-28,CMP0000009,WHATSAPP,BRW0008623,PERSONAL,410852.29,74232.58,90,MEDIUM,ACTIVE,Asia/Dubai,0.0,0,0
ACC0025209,2026-02,1,1,2026-02-11,CMP0000063,WHATSAPP,BRW0008623,PERSONAL,410852.29,74232.58,90,MEDIUM,ACTIVE,Asia/Dubai,0.0,0,0
ACC0025209,2026-03,1,1,2026-03-21,CMP0000006,VOICE,BRW0008623,PERSONAL,410852.29,74232.58,90,MEDIUM,ACTIVE,Asia/Dubai,0.0,0,0
ACC0025209,2026-04,1,1,2026-04-21,CMP0000030,WHATSAPP,BRW0008623,PERSONAL,410852.29,74232.58,90,MEDIUM,ACTIVE,Asia/Dubai,0.0,0,0
ACC0025209,2026-07,1,1,2026-07-09,CMP0000076,SMS,BRW0008623,PERSONAL,410852.29,74232.58,90,MEDIUM,ACTIVE,Asia/Dubai,0.0,0,0
ACC0025210,2026-01,1,1,2026-01-12,CMP0000043,SMS,BRW0011972,BNPL,250624.73,520767.66,90,LOW,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0025210,2026-04,1,1,2026-04-26,CMP0000006,FIELD,BRW0011972,BNPL,250624.73,520767.66,90,LOW,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0025210,2026-07,1,1,2026-07-07,CMP0000084,WHATSAPP,BRW0011972,BNPL,250624.73,520767.66,90,LOW,ACTIVE,Asia/Kolkata,139085.65,1,1
ACC0025212,2026-01,2,2,2026-01-24,CMP0000023,SMS,BRW0003722,CONSUMER,211712.42,237503.63,15,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0025212,2026-05,2,2,2026-05-24,CMP0000081,SMS,BRW0003722,CONSUMER,211712.42,237503.63,15,LOW,CLOSED,Asia/Dubai,67761.11,1,1
ACC0025212,2026-07,1,1,2026-07-25,CMP0000013,SMS,BRW0003722,CONSUMER,211712.42,237503.63,15,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0025212,2026-08,1,1,2026-08-02,CMP0000066,SMS,BRW0003722,CONSUMER,211712.42,237503.63,15,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0025213,2026-01,1,1,2026-01-12,CMP0000091,SMS,BRW0003034,CREDIT_CARD,499476.32,181101.47,180,LOW,CLOSED,UTC,0.0,0,0
ACC0025214,2026-05,1,1,2026-05-20,CMP0000092,SMS,BRW0003629,BNPL,307434.74,528630.83,60,MEDIUM,PAID,UTC,0.0,0,0
ACC0025215,2026-05,1,1,2026-05-18,CMP0000027,WHATSAPP,BRW0006455,BNPL,158379.04,245499.87,1,MEDIUM,ACTIVE,Asia/Dubai,0.0,0,0
ACC0025216,2026-02,1,1,2026-02-18,CMP0000066,VOICE,BRW0007205,CREDIT_CARD,388805.76,326619.24,5,LOW,PAID,Asia/Kolkata,0.0,0,0
ACC0025217,2026-02,1,1,2026-02-14,CMP0000088,WHATSAPP,BRW0006761,CREDIT_CARD,574214.07,369477.04,30,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0025217,2026-03,1,1,2026-03-15,CMP0000104,WHATSAPP,BRW0006761,CREDIT_CARD,574214.07,369477.04,30,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0025217,2026-07,1,1,2026-07-24,CMP0000016,VOICE,BRW0006761,CREDIT_CARD,574214.07,369477.04,30,HIGH,ACTIVE,Asia/Kolkata,140002.19,1,1
ACC0025218,2026-02,1,1,2026-02-03,CMP0000039,WHATSAPP,BRW0004659,AUTO,223901.13,216184.45,60,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0025218,2026-07,1,1,2026-07-27,CMP0000044,WHATSAPP,BRW0004659,AUTO,223901.13,216184.45,60,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0025220,2026-01,1,1,2026-01-06,CMP0000020,VOICE,BRW0002710,AUTO,61103.26,22542.1,90,HIGH,PAID,UTC,0.0,0,0
ACC0025220,2026-02,1,1,2026-02-16,CMP0000005,WHATSAPP,BRW0002710,AUTO,61103.26,22542.1,90,HIGH,PAID,UTC,0.0,0,0
ACC0025220,2026-04,1,1,2026-04-16,CMP0000050,SMS,BRW0002710,AUTO,61103.26,22542.1,90,HIGH,PAID,UTC,0.0,0,0
ACC0025221,2026-03,1,1,2026-03-06,CMP0000048,WHATSAPP,BRW0008035,PERSONAL,367861.04,135748.34,120,NPA,PAID,Asia/Kolkata,0.0,0,0
ACC0025221,2026-06,1,1,2026-06-08,CMP0000045,FIELD,BRW0008035,PERSONAL,367861.04,135748.34,120,NPA,PAID,Asia/Kolkata,0.0,0,0
ACC0025224,2026-03,1,1,2026-03-13,CMP0000119,FIELD,BRW0005910,CONSUMER,318106.22,279915.28,120,NPA,PAID,UTC,0.0,0,0
ACC0025225,2026-05,1,1,2026-05-11,CMP0000047,FIELD,BRW0008296,CONSUMER,49429.55,501980.94,60,NPA,WRITEOFF,UTC,0.0,0,0
ACC0025225,2026-06,1,1,2026-06-02,CMP0000088,FIELD,BRW0008296,CONSUMER,49429.55,501980.94,60,NPA,WRITEOFF,UTC,0.0,0,0
ACC0025226,2026-06,1,1,2026-06-07,CMP0000019,WHATSAPP,BRW0008659,AUTO,632625.45,561351.11,120,NPA,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0025226,2026-07,1,1,2026-07-29,CMP0000089,FIELD,BRW0008659,AUTO,632625.45,561351.11,120,NPA,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0025227,2026-01,1,1,2026-01-18,CMP0000092,FIELD,BRW0003414,CREDIT_CARD,268843.54,511080.03,120,LOW,PAID,Asia/Kolkata,0.0,0,0
ACC0025227,2026-03,1,1,2026-03-26,CMP0000116,VOICE,BRW0003414,CREDIT_CARD,268843.54,511080.03,120,LOW,PAID,Asia/Kolkata,0.0,0,0
ACC0025227,2026-04,1,1,2026-04-29,CMP0000094,VOICE,BRW0003414,CREDIT_CARD,268843.54,511080.03,120,LOW,PAID,Asia/Kolkata,106573.71,1,1
ACC0025227,2026-07,1,1,2026-07-08,CMP0000061,SMS,BRW0003414,CREDIT_CARD,268843.54,511080.03,120,LOW,PAID,Asia/Kolkata,0.0,0,0
ACC0025228,2026-02,1,1,2026-02-25,CMP0000046,SMS,BRW0011307,AUTO,62852.52,665326.69,1,NPA,WRITEOFF,UTC,0.0,0,0
ACC0025229,2026-06,1,1,2026-06-09,CMP0000034,SMS,BRW0007578,CONSUMER,518137.93,335192.66,90,HIGH,PAID,UTC,0.0,0,0
ACC0025230,2026-05,1,1,2026-05-31,CMP0000096,WHATSAPP,BRW0007339,AUTO,515434.83,409961.51,120,HIGH,PAID,UTC,0.0,0,0
ACC0025230,2026-06,1,1,2026-06-03,CMP0000043,FIELD,BRW0007339,AUTO,515434.83,409961.51,120,HIGH,PAID,UTC,0.0,0,0
ACC0025231,2026-02,1,1,2026-02-27,CMP0000010,SMS,BRW0008355,CONSUMER,551396.74,579923.67,90,HIGH,ACTIVE,Asia/Dubai,0.0,0,0
ACC0025231,2026-07,1,1,2026-07-07,CMP0000050,SMS,BRW0008355,CONSUMER,551396.74,579923.67,90,HIGH,ACTIVE,Asia/Dubai,0.0,0,0
ACC0025231,2026-08,1,1,2026-08-08,CMP0000080,SMS,BRW0008355,CONSUMER,551396.74,579923.67,90,HIGH,ACTIVE,Asia/Dubai,0.0,0,0
ACC0025232,2026-05,1,1,2026-05-03,CMP0000033,VOICE,BRW0001295,BNPL,147380.9,436009.37,5,MEDIUM,PAID,UTC,0.0,0,0
ACC0025233,2026-02,1,1,2026-02-05,CMP0000097,FIELD,BRW0009262,BNPL,532054.51,450161.43,5,HIGH,CLOSED,Asia/Dubai,0.0,0,0
ACC0025233,2026-04,2,2,2026-04-27,CMP0000092,WHATSAPP,BRW0009262,BNPL,532054.51,450161.43,5,HIGH,CLOSED,Asia/Dubai,0.0,0,0
ACC0025233,2026-05,1,1,2026-05-02,CMP0000084,SMS,BRW0009262,BNPL,532054.51,450161.43,5,HIGH,CLOSED,Asia/Dubai,0.0,0,0
ACC0025234,2026-01,1,1,2026-01-30,CMP0000031,WHATSAPP,BRW0003478,CREDIT_CARD,219111.64,627536.97,45,HIGH,ACTIVE,Asia/Dubai,0.0,0,0
ACC0025234,2026-03,1,1,2026-03-16,CMP0000016,VOICE,BRW0003478,CREDIT_CARD,219111.64,627536.97,45,HIGH,ACTIVE,Asia/Dubai,0.0,0,0
ACC0025234,2026-04,2,2,2026-04-18,CMP0000008,WHATSAPP,BRW0003478,CREDIT_CARD,219111.64,627536.97,45,HIGH,ACTIVE,Asia/Dubai,0.0,0,0
ACC0025234,2026-05,1,1,2026-05-02,CMP0000096,FIELD,BRW0003478,CREDIT_CARD,219111.64,627536.97,45,HIGH,ACTIVE,Asia/Dubai,0.0,0,0
ACC0025235,2026-06,1,1,2026-06-05,CMP0000083,SMS,BRW0008484,PERSONAL,496360.63,164006.59,90,NPA,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0025236,2026-07,1,1,2026-07-18,CMP0000119,WHATSAPP,BRW0006602,AUTO,501761.67,219006.25,75,NPA,ACTIVE,UTC,0.0,0,0
ACC0025237,2026-07,1,1,2026-07-11,CMP0000002,SMS,BRW0007949,BNPL,766731.04,159126.7,45,MEDIUM,WRITEOFF,UTC,0.0,0,0
ACC0025238,2026-03,1,1,2026-03-16,CMP0000119,VOICE,BRW0007017,CREDIT_CARD,543174.25,27579.07,75,MEDIUM,PAID,UTC,0.0,0,0
ACC0025239,2026-03,1,1,2026-03-21,CMP0000040,SMS,BRW0003087,BNPL,181821.26,383447.18,120,MEDIUM,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0025239,2026-05,1,1,2026-05-14,CMP0000022,SMS,BRW0003087,BNPL,181821.26,383447.18,120,MEDIUM,WRITEOFF,Asia/Kolkata,118329.38,1,1
ACC0025240,2026-03,1,1,2026-03-19,CMP0000001,VOICE,BRW0003226,CREDIT_CARD,281632.56,27742.51,0,MEDIUM,PAID,UTC,0.0,0,0
ACC0025242,2026-02,1,1,2026-02-22,CMP0000101,WHATSAPP,BRW0005611,CREDIT_CARD,305012.89,567543.42,30,MEDIUM,ACTIVE,UTC,0.0,0,0
ACC0025244,2026-06,1,1,2026-06-09,CMP0000005,WHATSAPP,BRW0005469,PERSONAL,204151.69,180760.27,90,HIGH,PAID,Asia/Dubai,0.0,0,0
ACC0025245,2026-02,1,1,2026-02-21,CMP0000002,SMS,BRW0004185,PERSONAL,770308.58,587075.89,30,MEDIUM,ACTIVE,UTC,0.0,0,0
ACC0025245,2026-03,1,1,2026-03-13,CMP0000042,FIELD,BRW0004185,PERSONAL,770308.58,587075.89,30,MEDIUM,ACTIVE,UTC,0.0,0,0
ACC0025246,2026-07,1,1,2026-07-18,CMP0000016,WHATSAPP,BRW0009021,AUTO,766517.59,673225.65,1,NPA,ACTIVE,Asia/Dubai,0.0,0,0
ACC0025247,2026-01,1,1,2026-01-04,CMP0000066,FIELD,BRW0002207,AUTO,753769.46,590499.29,60,NPA,PAID,UTC,0.0,0,0
ACC0025247,2026-02,1,1,2026-02-19,CMP0000106,SMS,BRW0002207,AUTO,753769.46,590499.29,60,NPA,PAID,UTC,0.0,0,0
ACC0025247,2026-03,1,1,2026-03-16,CMP0000043,SMS,BRW0002207,AUTO,753769.46,590499.29,60,NPA,PAID,UTC,0.0,0,0
ACC0025247,2026-06,1,1,2026-06-30,CMP0000070,WHATSAPP,BRW0002207,AUTO,753769.46,590499.29,60,NPA,PAID,UTC,0.0,0,0
ACC0025248,2026-04,1,1,2026-04-23,CMP0000053,VOICE,BRW0005052,CREDIT_CARD,399213.84,465309.23,60,NPA,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0025248,2026-06,1,1,2026-06-10,CMP0000012,SMS,BRW0005052,CREDIT_CARD,399213.84,465309.23,60,NPA,WRITEOFF,Asia/Dubai,95172.01,1,1
ACC0025248,2026-07,1,1,2026-07-03,CMP0000038,VOICE,BRW0005052,CREDIT_CARD,399213.84,465309.23,60,NPA,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0025250,2026-02,1,1,2026-02-11,CMP0000067,SMS,BRW0006708,CREDIT_CARD,598629.0,331326.91,1,HIGH,PAID,UTC,0.0,0,0
ACC0025250,2026-04,2,2,2026-04-24,CMP0000045,WHATSAPP,BRW0006708,CREDIT_CARD,598629.0,331326.91,1,HIGH,PAID,UTC,0.0,0,0
ACC0025251,2026-03,1,1,2026-03-06,CMP0000040,SMS,BRW0001894,CONSUMER,421181.85,143427.2,120,NPA,ACTIVE,UTC,0.0,0,0
ACC0025252,2026-08,1,1,2026-08-06,CMP0000081,WHATSAPP,BRW0005858,CREDIT_CARD,377775.46,553347.98,0,HIGH,PAID,UTC,0.0,0,0
ACC0025253,2026-03,1,1,2026-03-21,CMP0000082,WHATSAPP,BRW0010408,CONSUMER,141879.11,226517.04,15,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0025253,2026-05,1,1,2026-05-02,CMP0000089,SMS,BRW0010408,CONSUMER,141879.11,226517.04,15,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0025253,2026-07,1,1,2026-07-15,CMP0000019,WHATSAPP,BRW0010408,CONSUMER,141879.11,226517.04,15,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0025254,2026-02,1,1,2026-02-10,CMP0000007,FIELD,BRW0000044,BNPL,537220.28,658301.0,15,NPA,CLOSED,Asia/Kolkata,0.0,0,0
ACC0025254,2026-06,1,1,2026-06-24,CMP0000096,VOICE,BRW0000044,BNPL,537220.28,658301.0,15,NPA,CLOSED,Asia/Kolkata,0.0,0,0
ACC0025255,2026-02,1,1,2026-02-26,CMP0000045,SMS,BRW0011042,PERSONAL,730983.34,516618.8,90,HIGH,WRITEOFF,UTC,0.0,0,0
ACC0025257,2026-02,1,1,2026-02-18,CMP0000049,WHATSAPP,BRW0003443,PERSONAL,14487.37,554611.94,30,LOW,ACTIVE,UTC,0.0,0,0
ACC0025258,2026-02,1,1,2026-02-15,CMP0000110,SMS,BRW0008995,PERSONAL,164082.98,331148.57,60,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0025259,2026-02,1,1,2026-02-06,CMP0000107,FIELD,BRW0008549,PERSONAL,322858.93,488829.74,1,LOW,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0025260,2026-02,1,1,2026-02-20,CMP0000081,VOICE,BRW0005849,CONSUMER,662188.33,56161.54,180,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0025260,2026-03,1,1,2026-03-17,CMP0000084,SMS,BRW0005849,CONSUMER,662188.33,56161.54,180,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0025260,2026-06,1,1,2026-06-28,CMP0000009,WHATSAPP,BRW0005849,CONSUMER,662188.33,56161.54,180,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0025262,2026-03,1,1,2026-03-05,CMP0000090,SMS,BRW0008181,CONSUMER,761512.37,514863.78,5,MEDIUM,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0025262,2026-05,1,1,2026-05-30,CMP0000017,VOICE,BRW0008181,CONSUMER,761512.37,514863.78,5,MEDIUM,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0025262,2026-08,1,1,2026-08-01,CMP0000031,FIELD,BRW0008181,CONSUMER,761512.37,514863.78,5,MEDIUM,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0025265,2026-04,1,1,2026-04-29,CMP0000068,FIELD,BRW0011828,BNPL,33754.89,414364.76,180,NPA,WRITEOFF,UTC,0.0,0,0
ACC0025265,2026-05,1,1,2026-05-04,CMP0000068,VOICE,BRW0011828,BNPL,33754.89,414364.76,180,NPA,WRITEOFF,UTC,0.0,0,0
ACC0025266,2026-02,1,1,2026-02-17,CMP0000106,WHATSAPP,BRW0008175,CONSUMER,235429.17,359698.26,1,HIGH,PAID,Asia/Dubai,0.0,0,0
ACC0025266,2026-06,1,1,2026-06-06,CMP0000057,WHATSAPP,BRW0008175,CONSUMER,235429.17,359698.26,1,HIGH,PAID,Asia/Dubai,68725.92,1,1
ACC0025267,2026-05,1,1,2026-05-07,CMP0000036,WHATSAPP,BRW0003099,CONSUMER,343146.02,301932.94,30,LOW,CLOSED,UTC,0.0,0,0
ACC0025268,2026-01,1,1,2026-01-31,CMP0000020,SMS,BRW0010254,PERSONAL,456360.47,98973.42,90,NPA,CLOSED,Asia/Dubai,0.0,0,0
ACC0025268,2026-03,1,1,2026-03-31,CMP0000058,SMS,BRW0010254,PERSONAL,456360.47,98973.42,90,NPA,CLOSED,Asia/Dubai,0.0,0,0
ACC0025268,2026-06,1,1,2026-06-02,CMP0000029,WHATSAPP,BRW0010254,PERSONAL,456360.47,98973.42,90,NPA,CLOSED,Asia/Dubai,0.0,0,0
ACC0025269,2026-03,2,2,2026-03-27,CMP0000062,VOICE,BRW0011458,CONSUMER,47595.73,271959.69,45,LOW,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0025270,2026-05,1,1,2026-05-27,CMP0000112,VOICE,BRW0010174,CREDIT_CARD,367229.35,229398.94,45,NPA,ACTIVE,UTC,0.0,0,0
ACC0025271,2026-04,1,1,2026-04-04,CMP0000108,WHATSAPP,BRW0003319,PERSONAL,507650.18,649497.19,75,NPA,ACTIVE,Asia/Dubai,0.0,0,0
